PROC_IDENT;PROC_FUNC;FUNCTIE_OMS;INK_UITG_IND;TARIEF_CODE_PRV;BER_NR_FUNC;REG_DAT_PR_VL;PROC_IDENT_COMB;PROC_FUNC_COMB;PROD_CODE_PR_V;B_DAT_PROD_PR_V
8;5;Aanvraagbericht;0;0;17;19941111;NULL;NULL;NOPROD;20000101
8;7;Geslaagde nr 4;1;0;9;19941111;NULL;NULL;NOPROD;20000101
8;8;Geslaagde nr 5;1;0;9;19941111;NULL;NULL;NOPROD;20000101
8;9;Mislukt;1;0;9;19941111;NULL;NULL;NOPROD;20000101
9;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
9;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
11;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
11;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
13;1;AANVRAAGBERICHT;0;0;2;20110818;NULL;NULL;NOPROD;20040101
13;8;ANTWOORDBERICHT;1;0;2;19941111;NULL;NULL;NOPROD;20040101
13;13;FOUTBERICHT;1;0;2;19941111;NULL;NULL;NOPROD;20040101
16;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
16;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
19;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
19;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
20;2;Geslaagd;1;1201;3;19941111;NULL;NULL;30110703;19990101
20;9;Mislukt;1;0;3;19941111;NULL;NULL;30110703;19990101
21;2;GESLAAGD;1;0;0;19981009;NULL;NULL;NOPROD;20000101
21;12;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
22;2;ANTWOORDBERICHT;1;0;0;19981113;NULL;NULL;NOPROD;20000101
22;9;FOUTBERICHT;1;0;0;19981113;NULL;NULL;NOPROD;20000101
23;2;ANTWOORDBERICHT;1;0;0;19981113;NULL;NULL;NOPROD;20000101
23;9;FOUTBERICHT;1;0;0;19981113;NULL;NULL;NOPROD;20000101
25;2;ANTWOORDBERICHT;1;0;0;19981113;NULL;NULL;NOPROD;20000101
25;9;FOUTBERICHT;1;0;0;19981113;NULL;NULL;NOPROD;20000101
26;2;ANTWOORDBERICHT;1;0;0;19981113;NULL;NULL;NOPROD;20000101
26;9;FOUTBERICHT;1;0;0;19981113;NULL;NULL;NOPROD;20000101
27;7;?;1;0;0;19981113;NULL;NULL;30110703;20030101
27;9;?;1;0;0;19981113;NULL;NULL;30110703;20030101
28;1;Aanvraagbericht;0;0;4;19941111;NULL;NULL;NOPROD;20000101
28;2;Geslaagd;1;0;4;19941111;NULL;NULL;NOPROD;20000101
28;9;Mislukt;1;0;4;19941111;NULL;NULL;NOPROD;20000101
30;1;AANVRAAG BERICHT GEBRUIKER;0;0;14;19950427;NULL;NULL;NOPROD;20040101
30;2;ANTWOORDBERICHT RDW;1;0;14;19950427;NULL;NULL;30110705;19960101
30;9;FOUTBERICHT RDW;1;0;14;19950427;NULL;NULL;30110705;19960101
31;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
31;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
32;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
32;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
33;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
33;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
34;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
34;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
37;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
37;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
38;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
38;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
39;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
39;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
40;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
40;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
41;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
41;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
42;2;Geslaagd;1;0;15;19941111;NULL;NULL;NOPROD;20000101
42;9;Mislukt;1;0;15;19941111;NULL;NULL;NOPROD;20000101
43;2;Geslaagd;1;0;15;19941111;NULL;NULL;NOPROD;20000101
43;7;Meerdere gevonden;1;0;15;19941111;NULL;NULL;NOPROD;20000101
43;9;Mislukt;1;0;15;19941111;NULL;NULL;NOPROD;20000101
44;2;Geslaagd;1;0;16;19941111;NULL;NULL;NOPROD;20000101
44;9;Mislukt;1;0;16;19941111;NULL;NULL;NOPROD;20000101
45;2;Geslaagd;1;0;16;19941111;NULL;NULL;NOPROD;20000101
45;9;Mislukt;1;0;16;19941111;NULL;NULL;NOPROD;20000101
46;2;Geslaagd;1;0;18;19941111;NULL;NULL;NOPROD;20000101
46;9;Mislukt;1;0;18;19941111;NULL;NULL;NOPROD;20000101
47;2;Geslaagd;1;0;19;19941111;NULL;NULL;NOPROD;20000101
47;9;Mislukt;1;0;19;19941111;NULL;NULL;NOPROD;20000101
48;2;Geslaagd;1;0;20;19941111;NULL;NULL;NOPROD;20000101
48;9;Mislukt;1;0;20;19941111;NULL;NULL;NOPROD;20000101
49;2;Geslaagd;1;0;20;19941111;NULL;NULL;NOPROD;20000101
49;9;Mislukt;1;0;20;19941111;NULL;NULL;NOPROD;20000101
51;2;Geslaagd;1;0;16;19941111;NULL;NULL;NOPROD;20000101
51;9;Mislukt;1;0;16;19941111;NULL;NULL;NOPROD;20000101
52;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
52;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
53;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
53;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
54;7;Meerdere gevonden;1;0;9;19941111;NULL;NULL;NOPROD;20000101
54;8;Geslaagd;1;0;9;19941111;NULL;NULL;NOPROD;20000101
54;9;Mislukt;1;0;9;19941111;NULL;NULL;NOPROD;20000101
55;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
55;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
56;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
56;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
57;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
57;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
59;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
59;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
60;7;Meerdere gevonden;1;0;9;19941111;NULL;NULL;NOPROD;20000101
60;8;Geslaagd;1;0;9;19941111;NULL;NULL;NOPROD;20000101
60;9;Mislukt;1;0;9;19941111;NULL;NULL;NOPROD;20000101
61;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
61;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
62;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
62;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
63;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
63;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
64;7;Meerdere gevonden;1;0;9;19941111;NULL;NULL;NOPROD;20000101
64;8;Geslaagd;1;0;9;19941111;NULL;NULL;NOPROD;20000101
64;9;Mislukt;1;0;9;19941111;NULL;NULL;NOPROD;20000101
65;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
65;9;Mislukt;1;0;17;19941111;NULL;NULL;NOPROD;20000101
66;8;Geslaagd;1;0;17;19941111;NULL;NULL;NOPROD;20000101
67;1;Aanvraagbericht;0;0;21;19941111;NULL;NULL;NOPROD;20000101
67;8;Geslaagd;1;0;21;19941111;NULL;NULL;NOPROD;20000101
67;9;Mislukt;1;0;21;19941111;NULL;NULL;NOPROD;20000101
68;1;Aanvraagbericht;0;0;21;19941111;NULL;NULL;NOPROD;20000101
68;8;Geslaagd;1;0;21;19941111;NULL;NULL;NOPROD;20000101
68;9;Mislukt;1;0;21;19941111;NULL;NULL;NOPROD;20000101
69;1;Aanvraagbericht;0;0;21;19941111;NULL;NULL;NOPROD;20000101
69;8;Geslaagd;1;0;21;19941111;NULL;NULL;NOPROD;20000101
69;9;Mislukt;1;0;21;19941111;NULL;NULL;NOPROD;20000101
70;1;Aanvraagbericht;0;0;21;19941111;NULL;NULL;NOPROD;20000101
70;8;Geslaagd;1;0;21;19941111;NULL;NULL;NOPROD;20000101
70;9;Mislukt;1;0;21;19941111;NULL;NULL;NOPROD;20000101
71;1;Aanvraagbericht;0;0;21;19941111;NULL;NULL;NOPROD;20000101
71;8;Geslaagd;1;0;21;19941111;NULL;NULL;NOPROD;20000101
71;9;Mislukt;1;0;21;19941111;NULL;NULL;NOPROD;20000101
72;1;Aanvraagbericht;0;0;21;19941111;NULL;NULL;NOPROD;20000101
72;8;Geslaagd;1;0;21;19941111;NULL;NULL;NOPROD;20000101
72;9;Mislukt;1;0;21;19941111;NULL;NULL;NOPROD;20000101
73;1;Aanvraagbericht;0;0;21;19941111;NULL;NULL;NOPROD;20000101
73;8;Geslaagd;1;0;21;19941111;NULL;NULL;NOPROD;20000101
73;9;Mislukt;1;0;21;19941111;NULL;NULL;NOPROD;20000101
74;1;Aanvraagbericht;0;0;23;19941111;NULL;NULL;NOPROD;20000101
74;2;Geslaagd;1;1301;23;19941111;NULL;NULL;30120703;20000101
74;9;FOUTMELDING;1;0;23;19941111;NULL;NULL;30120703;20000101
75;1;Aanvraagbericht;0;0;24;19941111;NULL;NULL;NOPROD;20000101
75;2;Geslaagd;1;1301;24;19941111;NULL;NULL;30120703;19960101
75;9;Mislukt;1;0;24;19941111;NULL;NULL;NOPROD;20000101
76;1;Aanvraagbericht;0;0;22;19941111;NULL;NULL;NOPROD;20000101
76;2;Geslaagd;1;1301;22;19941111;NULL;NULL;30120703;20000101
76;9;FOUTMELDING;1;0;22;19941111;NULL;NULL;30120703;20000101
77;1;Aanvraagbericht;0;0;26;19941111;NULL;NULL;NOPROD;20000101
77;2;?;1;0;0;19981113;NULL;NULL;NOPROD;20000101
77;4;?;1;0;0;19981113;NULL;NULL;NOPROD;20000101
77;8;ANTWOORDBERICHT;1;0;26;19941111;NULL;NULL;30221103;20140101
77;9;Mislukt;1;0;26;19941111;NULL;NULL;NOPROD;20000101
77;17;AFGEWEZEN IVM HANDELSVOORRAAD;1;0;26;19941111;NULL;NULL;NOPROD;20000101
78;1;Aanvraagbericht;0;0;14;19941111;NULL;NULL;NOPROD;20000101
78;2;Geslaagd;1;1203;14;19941111;NULL;NULL;30110704;19960101
78;8;ANTWOORDBERICHT;1;0;0;20000127;NULL;NULL;30110704;19960101
78;9;FOUTMELDING;1;0;14;19941111;NULL;NULL;30110704;19960101
100;7;Geslaagd;1;0;27;19941111;NULL;NULL;30110714;20000621
100;8;ANTWOORDBERICHT;1;0;0;19991217;NULL;NULL;30110714;20000621
100;9;Mislukt;1;0;27;19941111;NULL;NULL;30110714;20000621
101;7;Geslaagd;1;0;27;19941111;NULL;NULL;30110715;20000621
101;8;ANTWOORDBERICHT;1;0;0;19991217;NULL;NULL;30110715;20000621
101;9;Mislukt;1;0;27;19941111;NULL;NULL;30110715;20000621
102;1;Aanvraagbericht;0;0;28;19941111;NULL;NULL;NOPROD;20000101
102;7;Geslaagd;1;0;28;19941111;NULL;NULL;30110717;20030206
102;9;Mislukt;1;0;28;19941111;NULL;NULL;30110717;20030206
104;1;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
104;8;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
104;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
105;1;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
105;8;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
105;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
106;1;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
106;2;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
106;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
108;1;AANBRAAGBERICHT;0;0;8;19970916;NULL;NULL;NOPROD;20000101
108;2;ANTWOORDBERICHT ?;1;0;0;19991217;NULL;NULL;NOPROD;20000101
108;8;GESLAAGD;1;0;8;19970916;NULL;NULL;30150701;19960101
108;9;MISLUKT;1;0;8;19970916;NULL;NULL;NOPROD;20000101
109;1;AANVRAAGBERICHT;0;0;8;19970916;NULL;NULL;NOPROD;20000101
109;8;GESLAAGD;1;0;8;19970916;NULL;NULL;30110703;19960101
109;9;MISLUKT;1;0;8;19970916;NULL;NULL;NOPROD;20000101
110;1;AANVRAAGBERICHT;0;0;8;19970916;NULL;NULL;NOPROD;20000101
110;8;GESLAAGD;1;0;8;19970916;NULL;NULL;30120703;19960101
110;9;MISLUKT;1;0;8;19970916;NULL;NULL;NOPROD;20000101
111;2;ANTWOORDBERICHT BPM-GEGEVENS;1;0;29;19981014;NULL;NULL;NOPROD;20000101
111;8;ANTWOORDBERICHT ?;1;0;0;19991217;NULL;NULL;NOPROD;20000101
111;9;FOUTBERICHT;1;0;29;19981014;NULL;NULL;NOPROD;20000101
114;2;ANTWOORDBERICHT;1;0;0;19991217;NULL;NULL;NOPROD;20000101
114;9;FOUTMELDING;1;0;0;19991217;NULL;NULL;NOPROD;20000101
115;1;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
115;8;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
115;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
117;1;AANVRAAGBERICHT;0;0;30;19950703;NULL;NULL;NOPROD;20000101
117;3;LAATSTE BERICHT RDC;1;0;30;19950703;NULL;NULL;NOPROD;20000101
117;8;GESLAAGD;1;0;30;19950703;NULL;NULL;NOPROD;20000101
117;9;MISLUKT;1;0;30;19950703;NULL;NULL;NOPROD;20000101
118;8;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
118;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
118;11;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
119;8;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
119;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
119;11;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
120;2;GEGEVENS VOLDOEN;1;0;31;19950530;NULL;NULL;NOPROD;20000101
120;9;FOUTIEF AANVRAAGBERICHT;1;0;31;19950530;NULL;NULL;NOPROD;20000101
121;1;INKOMEND;0;0;0;19991217;NULL;NULL;NOPROD;20000101
121;8;ANTWOORDBERICHT;1;0;32;19991021;NULL;NULL;1540;20040101
121;9;FOUTMELDING;1;0;32;19991021;NULL;NULL;NOPROD;20040101
122;1;INKOMEND;0;0;0;19991217;NULL;NULL;NOPROD;20000101
122;8;ANTWOORDBERICHT;1;0;0;20000509;NULL;NULL;1630;20020101
122;9;FOUTMELDING;1;0;0;20010309;NULL;NULL;NOPROD;20040101
122;20;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
123;1;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
123;8;ANTWOORDBERICHT;1;0;0;20000509;NULL;NULL;1931;20020101
123;9;FOUTMELDING;1;0;0;20010423;NULL;NULL;NOPROD;20040101
123;20;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
124;1;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
124;8;ANTWOORDBERICHT;1;0;0;20000509;NULL;NULL;1930;20020101
124;20;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
125;1;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
125;8;ANTWOORDBERICHT;1;0;32;19991021;NULL;NULL;NOPROD;20000101
125;9;FOUTMELDING;1;0;32;19991021;NULL;NULL;NOPROD;20000101
126;1;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
126;2;ANTWOORDBERICHT ?;1;0;0;19991217;NULL;NULL;NOPROD;20000101
126;9;FOUTMELDING;1;0;0;19991217;NULL;NULL;NOPROD;20000101
127;1;?;1;0;0;20000121;NULL;NULL;NOPROD;20000101
127;8;ANTWOORDBERICHT;1;0;0;20010423;NULL;NULL;NOPROD;20000101
127;9;FOUTMELDING;1;0;0;20010423;NULL;NULL;NOPROD;20000101
128;2;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
128;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
128;11;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
129;8;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
129;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
129;11;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
130;8;ANTWOORDBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
130;9;FOUTBERICHT;1;0;25;19960301;NULL;NULL;NOPROD;20000101
130;11;AANVRAAGBERICHT;0;0;25;19960301;NULL;NULL;NOPROD;20000101
131;6;ANTWOORDBERICHT;1;0;0;20000121;NULL;NULL;30214101;20020101
131;8;ANTWOORDBERICHT;1;0;0;20000121;NULL;NULL;30214101;20020101
131;9;FOUTMELDING;1;0;0;20000121;NULL;NULL;NOPROD;20000101
133;1;AANVRAAGBERICHT;0;0;4;19950130;NULL;NULL;NOPROD;20000101
133;2;GESLAAGD;1;1201;4;19950130;NULL;NULL;30110703;19960101
133;9;MISLUKT;1;0;4;19950130;NULL;NULL;30110703;20000228
136;1;AAANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
136;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
136;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
137;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
137;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
137;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
138;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
138;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
138;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
139;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
139;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
139;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
140;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
140;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
140;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
141;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
141;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
141;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
142;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
142;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
142;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
143;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
143;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
143;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
144;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
144;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
144;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
145;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
145;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
145;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
146;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
146;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
146;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
147;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
147;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
147;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
148;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
148;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
148;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
149;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
149;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
149;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
150;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
150;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
150;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
151;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
151;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
151;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
152;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
152;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
152;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
153;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
153;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
153;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
154;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
154;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
154;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
155;1;AANVRAAGBERICHT;0;0;44;19970428;NULL;NULL;NOPROD;20000101
155;8;ANTWOORDBERICHT;1;0;44;19970428;NULL;NULL;NOPROD;20000101
155;9;FOUTMELDING;1;0;44;19970428;NULL;NULL;NOPROD;20000101
158;8;ANTWOORDBERICHT;1;0;48;19970428;NULL;NULL;30450101;20000228
158;9;FOUTMELDING;1;0;48;19970428;NULL;NULL;30450101;20000228
159;2;AANVRAAGBERICHT;0;0;48;19970428;NULL;NULL;NOPROD;20000101
159;8;ANTWOORDBERICHT;1;0;48;19970428;NULL;NULL;30450101;20000228
159;9;FOUTMELDING;1;0;48;19970428;NULL;NULL;30450101;20000228
160;1;AANVRAAGBERICHT;0;0;48;19970428;NULL;NULL;NOPROD;20000101
160;8;ANTWOORDBERICHT;1;0;48;19970428;NULL;NULL;NOPROD;20000101
160;9;FOUTMELDING;1;0;48;19970428;NULL;NULL;NOPROD;20000101
161;1;AANVRAAGBERICHT;0;0;48;19970428;NULL;NULL;NOPROD;20000101
161;8;ANTWOORDBERICHT;1;0;48;19970428;NULL;NULL;NOPROD;20000101
161;9;FOUTMELDING;1;0;48;19970428;NULL;NULL;NOPROD;20000101
162;2;AANVRAAGBERICHT;0;0;48;19970428;NULL;NULL;NOPROD;20000101
162;8;ANTWOORDBERICHT;1;0;48;19970428;NULL;NULL;NOPROD;20000101
162;9;FOUTMELDING;1;0;48;19970428;NULL;NULL;NOPROD;20000101
163;1;AANVRAAGBERICHT;0;0;0;19990412;NULL;NULL;NOPROD;20000101
163;7;ONGELDIGE RIJBEWIJZEN;1;0;0;19990412;NULL;NULL;NOPROD;20000101
163;8;TOTAAL AANTAL GEVERIFIEERD;1;0;0;19990412;NULL;NULL;NOPROD;20000101
163;9;FOUTBERICHT;1;0;0;19990412;NULL;NULL;NOPROD;20000101
165;8;ANTWOORDBERICHT;1;0;43;19970428;NULL;NULL;30440101;20000101
165;9;FOUTMELDING;1;0;43;19970428;NULL;NULL;30440101;20000101
166;8;ANTWOORDBERICHT;1;0;43;19970428;NULL;NULL;30440101;20000101
166;9;FOUTMELDING;1;0;43;19970428;NULL;NULL;30440101;20000101
167;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
167;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
168;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
168;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
169;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
169;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
170;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
170;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
171;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
171;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
172;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
172;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
173;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
173;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
174;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;NOPROD;20000101
174;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;NOPROD;20000101
175;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
175;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
176;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;30440101;20000101
176;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;30440101;20000101
177;1;AANVRAAGBERICHT;0;0;43;19970429;NULL;NULL;NOPROD;20000101
177;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;NOPROD;20000101
177;9;FOUTMELDING;1;0;43;19970429;NULL;NULL;NOPROD;20000101
178;1;AANVRAAGBERICHT;0;0;43;19970429;NULL;NULL;NOPROD;20000101
178;8;ANTWOORDBERICHT;1;0;43;19970429;NULL;NULL;NOPROD;20000101
